Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
3.0,miniFE,CG Mflops (Average),4039,9,AMD Ryzen 9 3900XT,1,AMD Socket AM4,TSMC,7 nm,"7,600 million",2x 74 mm²,µOPGA-1331,Desktop,Active,"Jul 7th, 2020",$499,100-100000277WOF,3.9 GHz,up to 4.7 GHz,100 MHz,39.0x,Yes,105 W,Matisse 2,Ryzen 9  (Zen 2 (Matisse)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,"Gen 4, 24 Lanes (CPU only)",12.0,24.0,1.0,,64 KB (per core),512 KB (per core),64 MB
4.0,miniFE,CG Mflops (Average),3731,95,AMD Ryzen 9 3950X,1,AMD Socket AM4,TSMC,7 nm,"7,600 million",2x 74 mm²,µOPGA-1331,Desktop,Active,"Nov 25th, 2019",$749,100-000000051 100-100000051WOF,3.5 GHz,up to 4.7 GHz,100 MHz,35.0x,Yes,105 W,Matisse,Ryzen 9  (Zen 2 (Matisse)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,"Gen 4, 24 Lanes (CPU only)",16.0,32.0,1.0,,64 KB (per core),512 KB (per core),64 MB
3.0,miniFE,CG Mflops (Average),3325,54,Intel Core i7-8550U,1,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,Mobile,Active,"Aug 21st, 2017",,SR3LC,1800 MHz,up to 4 GHz,100 MHz,18.0x,No,15 W,Kaby Lake-R,Core i7  (Kaby Lake-U Refresh),DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),8 MB (shared)
5.0,miniFE,CG Mflops (Average),2530,8,Intel Xeon E-2278GEL,1,Intel Socket 1151,Intel,14 nm,,180 mm²,FC-LGA1151,Server/Workstation,End-of-life,"Jun 11th, 2019",$519,SRGE2,2000 MHz,up to 3.9 GHz,100 MHz,20.0x,No,35 W,Coffee Lake-S WS,Xeon E  (Coffee Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8,16,1,UHD Graphics P630,64 KB (per core),256 KB (per core),16 MB (shared)
10.0,miniFE,CG Mflops (Average),2247,28,Intel Core i7 990X,1,Intel Socket 1366,Intel,32 nm,"1,170 million",239 mm²,FC-LGA10,Desktop,End-of-life,"Feb 24th, 2011",,SLBVZ,3.466 GHz,up to 3.733 GHz,133 MHz,26.0x,Yes,130 W,Gulftown,Core i7 Extreme  (Gulftown),DDR3,,Triple-channel,,No,Gen 2,6.0,12.0,1.0,,64 KB (per core),256 KB (per core),12 MB (shared)
14.0,miniFE,CG Mflops (Average),2115,235,Intel Core i5-5200U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$281,SR23Y,2.2 GHz,up to 2.7 GHz,100 MHz,22.0x,No,15 W,Broadwell-U,Core i5  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared)
12.0,nqueens,Seconds (Average),1,1,AMD EPYC 7763,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7890,100-000000312 100-000000312WOF,2.45 GHz,up to 3.5 GHz,100 MHz,24.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nqueens,Seconds (Average),1,1,AMD EPYC 7663,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nqueens,Seconds (Average),1,1,AMD EPYC 7643,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4995,100-000000326 100-100000326WOF,2.3 GHz,up to 3.6 GHz,100 MHz,23.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nqueens,Seconds (Average),1,1,AMD EPYC 7713,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7060,100-000000344 100-000000344WOF,2000 MHz,up to 3.675 GHz,100 MHz,20.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
4.0,nqueens,Seconds (Average),1,1,AMD Ryzen Threadripper PRO 7995WX,1,AMD Socket sTR5,TSMC,5 nm,"78,840 million",12x 71 mm²,FC-LGA4844,Server/Workstation,Active,"Oct 19th, 2023",$9999,100-000000884,2.5 GHz,up to 5.1 GHz,100 MHz,25.0x,Yes,350 W,Storm Peak,Ryzen Threadripper  (Zen 4 (Storm Peak)),DDR5,5200 MT/s,Eight-channel,332.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,1.0,,64 KB (per core),1 MB (per core),384 MB (shared)
9.0,nqueens,Seconds (Average),2,2,AMD EPYC 7742,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
8.0,nqueens,Seconds (Average),2,2,AMD EPYC 75F3,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4860,100-000000313 100-100000313WOF,2.95 GHz,up to 4 GHz,100 MHz,29.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nqueens,Seconds (Average),2,2,AMD Ryzen Threadripper 7980X,1,AMD Socket sTR5,TSMC,5 nm,"52,560 million",8x 71 mm²,FC-LGA4844,Desktop,Active,"Oct 19th, 2023",$4999,100-000001350,3.2 GHz,up to 5.1 GHz,100 MHz,32.0x,Yes,350 W,Storm Peak,Ryzen Threadripper  (Zen 4 (Storm Peak)),DDR5,5200 MT/s,Quad-channel,166.4 GB/s,Yes,"Gen 5, 48 Lanes (CPU only)",64.0,128.0,1.0,,64 KB (per core),1 MB (per core),256 MB (shared)
5.0,nqueens,Seconds (Average),2,2,AMD EPYC 7513,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2840,100-000000334 100-100000334WOF,2.6 GHz,up to 3.65 GHz,100 MHz,26.0x,No,200 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),128 MB (shared)
4.0,nqueens,Seconds (Average),2,2,AMD EPYC 7543,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$3761,100-000000345 100-100000345WOF,2.8 GHz,up to 3.7 GHz,100 MHz,28.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
5.0,nqueens,Seconds (Average),2,2,AMD EPYC 7642,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000074,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,48.0,96.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
6.0,nqueens,Seconds (Average),2,2,AMD EPYC 7453,2,AMD Socket SP3,TSMC,7 nm,"16,600 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$1570,100-000000319,2.75 GHz,up to 3.45 GHz,100 MHz,27.5x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",28.0,56.0,2.0,,64 KB (per core),512 KB (per core),64 MB (shared)
4.0,nqueens,Seconds (Average),2,2,AMD Ryzen Threadripper 3990X,1,AMD Socket TRX4,TSMC,7 nm,"30,400 million",8x 74 mm²,sTRX4,Desktop,Active,"Feb 7th, 2020",$3990,100-000000163 100-100000163WOF,2.9 GHz,up to 4.3 GHz,100 MHz,29.0x,Yes,280 W,Castle Peak,Ryzen Threadripper  (Zen 2 (Castle Peak)),DDR4,3200 MT/s,Quad-channel,102.4 GB/s,No,"Gen 4, 64 Lanes (CPU only)",64.0,128.0,1.0,,64 KB (per core),512 KB (per core),256 MB
3.0,nqueens,Seconds (Average),2,2,AMD EPYC 7443,2,AMD Socket SP3,TSMC,7 nm,"16,600 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2010,100-000000340 100-100000340WOF,2.85 GHz,up to 4 GHz,100 MHz,28.5x,No,200 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),128 MB (shared)
4.0,nqueens,Seconds (Average),2,2,AMD EPYC 7763,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7890,100-000000312 100-000000312WOF,2.45 GHz,up to 3.5 GHz,100 MHz,24.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
4.0,nqueens,Seconds (Average),2,2,AMD EPYC 74F3,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2900,100-000000317 100-100000317WOF,2.8 GHz,up to 4 GHz,100 MHz,28.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
5.0,nqueens,Seconds (Average),2,2,AMD EPYC 7773X,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 22nd, 2022",$8800,100-000000504​WOF 100-000000504​,2.2 GHz,up to 3.5 GHz,100 MHz,22.0x,No,280 W,Milan-X,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),768 MB (shared)
3.0,nqueens,Seconds (Average),3,3,AMD EPYC 7713,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7060,100-000000344 100-000000344WOF,2000 MHz,up to 3.675 GHz,100 MHz,20.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
6.0,nqueens,Seconds (Average),3,3,AMD EPYC 7662,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nqueens,Seconds (Average),3,3,AMD EPYC 7643,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4995,100-000000326 100-100000326WOF,2.3 GHz,up to 3.6 GHz,100 MHz,23.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
6.0,nqueens,Seconds (Average),3,3,AMD EPYC 7702,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000038,2000 MHz,up to 3.35 GHz,100 MHz,20.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
5.0,nqueens,Seconds (Average),3,3,AMD EPYC 7601,2,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
7.0,nqueens,Seconds (Average),3,3,AMD EPYC 73F3,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$3521,100-000000321 100-100000321WOF,3.5 GHz,up to 4 GHz,100 MHz,35.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
23.0,nqueens,Seconds (Average),3,3,Intel Xeon Platinum 8280,2,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Dec 11th, 2018",,SRF9P CD8069504228001,2.7 GHz,up to 4 GHz,100 MHz,27.0x,No,205 W,Cascade Lake-SP,Xeon Platinum  (Cascade Lake-SP),DDR4,,,,Yes,,28.0,56.0,8.0,,64 KB (per core),1 MB (per core),38.5 MB (shared)
15.0,nqueens,Seconds (Average),3,3,AMD EPYC 7642,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000074,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,48.0,96.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
6.0,nqueens,Seconds (Average),3,3,AMD EPYC 7552,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$4025,100-000000076,2.2 GHz,up to 3.3 GHz,100 MHz,22.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,96 KB (per core),512 KB (per core),192 MB (shared)
8.0,nqueens,Seconds (Average),3,3,AMD EPYC 75F3,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4860,100-000000313 100-100000313WOF,2.95 GHz,up to 4 GHz,100 MHz,29.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
21.0,nqueens,Seconds (Average),3,3,AMD Ryzen Threadripper 3970X,1,AMD Socket TRX4,TSMC,7 nm,"15,200 million",4x 74 mm²,sTRX4,Desktop,Active,"Nov 25th, 2019",$1999,100-000000011 100-100000011WOF,3.7 GHz,up to 4.5 GHz,100 MHz,37.0x,Yes,280 W,Castle Peak,Ryzen Threadripper  (Zen 2 (Castle Peak)),DDR4,3200 MT/s,Quad-channel,102.4 GB/s,No,Gen 4,32.0,64.0,1.0,,64 KB (per core),512 KB (per core),128 MB
6.0,nqueens,Seconds (Average),4,4,AMD EPYC 7543,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$3761,100-000000345 100-100000345WOF,2.8 GHz,up to 3.7 GHz,100 MHz,28.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
5.0,nqueens,Seconds (Average),4,4,AMD Ryzen Threadripper PRO 3975WX,1,AMD Socket WRX8,TSMC,7 nm,"15,200 million",4x 74 mm²,sWRX8,Desktop,Active,"Jul 14th, 2020",$2749,100-000000086 100-100000086WOF,3.5 GHz,up to 4.2 GHz,100 MHz,35.0x,No,280 W,Castle Peak,Ryzen Threadripper  (Zen 2 (Castle Peak)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,1.0,,64 KB (per core),512 KB (per core),128 MB
5.0,nqueens,Seconds (Average),4,4,AMD EPYC 7542,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000075,2.9 GHz,up to 3.4 GHz,100 MHz,29.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
3.0,nqueens,Seconds (Average),4,4,AMD EPYC 7453,1,AMD Socket SP3,TSMC,7 nm,"16,600 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$1570,100-000000319,2.75 GHz,up to 3.45 GHz,100 MHz,27.5x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",28.0,56.0,2.0,,64 KB (per core),512 KB (per core),64 MB (shared)
8.0,nqueens,Seconds (Average),4,4,AMD EPYC 74F3,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2900,100-000000317 100-100000317WOF,2.8 GHz,up to 4 GHz,100 MHz,28.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
8.0,nqueens,Seconds (Average),4,4,AMD Ryzen Threadripper 3960X,1,AMD Socket TRX4,TSMC,7 nm,"15,200 million",4x 74 mm²,sTRX4,Desktop,Active,"Nov 25th, 2019",$1399,100-000000010 100-100000010WOF,3.8 GHz,up to 4.5 GHz,100 MHz,38.0x,Yes,280 W,Castle Peak,Ryzen Threadripper  (Zen 2 (Castle Peak)),DDR4,3200 MT/s,Quad-channel,102.4 GB/s,No,Gen 4,24.0,48.0,1.0,,64 KB (per core),512 KB (per core),128 MB
30.0,nqueens,Seconds (Average),4,4,AMD Ryzen Threadripper 2990WX,1,AMD Socket SP3r2,GlobalFoundries,12 nm,"19,200 million",4x 213 mm²,sTR4,Desktop,Active,"Aug 13th, 2018",$1799,YD299XAZUIHAF,3 GHz,up to 4.2 GHz,100 MHz,30.0x,Yes,250 W,Colfax,Ryzen Threadripper  (Zen+ (Colfax)),DDR4,2933 MT/s,Quad-channel,93.9 GB/s,No,"Gen 3, 60 Lanes (CPU only)",32.0,64.0,1.0,,96 KB (per core),512 KB (per core),64 MB
3.0,nqueens,Seconds (Average),5,5,AMD EPYC 7502,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000054,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
6.0,nqueens,Seconds (Average),5,5,AMD EPYC 7502P,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000045,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,1.0,,96 KB (per core),512 KB (per core),128 MB (shared)
6.0,nqueens,Seconds (Average),5,5,AMD EPYC 7532,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
5.0,nqueens,Seconds (Average),5,5,AMD EPYC 7452,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000057,2.2 GHz,up to 3.35 GHz,100 MHz,25.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
7.0,nqueens,Seconds (Average),5,5,Intel Xeon Gold 6138,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,SRKY2 CD8068904722302,2.2 GHz,up to 3.5 GHz,100 MHz,22.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2667 MT/s,Eight-channel,170.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),1 MB (per core),48 MB (shared)
5.0,nqueens,Seconds (Average),5,5,AMD EPYC 7F72,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Apr 14th, 2020",,100-000000141 100-000000141WOF,3.2 GHz,up to 3.7 GHz,100 MHz,32.0x,No,240 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,24.0,48.0,2.0,,96 KB (per core),512 KB (per core),192 MB (shared)
3.0,nqueens,Seconds (Average),5,5,Intel Xeon Gold 6140,2,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3J5 CD8067303592700,3 GHz,up to 3.7 GHz,100 MHz,30.0x,No,200 W,Skylake-SP,Xeon Gold  (Skylake-SP),DDR4,,,,Yes,,18.0,36.0,4.0,,64 KB (per core),1 MB (per core),24.75 MB (shared)
4.0,nqueens,Seconds (Average),6,6,AMD Ryzen Threadripper 2970WX,1,AMD Socket SP3r2,GlobalFoundries,12 nm,"19,200 million",4x 213 mm²,sTR4,Desktop,Active,"Oct 2nd, 2018",$1299,YD297XAZUHCAF,3 GHz,up to 4.2 GHz,100 MHz,30.0x,Yes,250 W,Colfax,Ryzen Threadripper  (Zen+ (Colfax)),DDR4,2933 MT/s,Quad-channel,93.9 GB/s,No,"Gen 3, 60 Lanes (CPU only)",24.0,48.0,1.0,,96 KB (per core),512 KB (per core),64 MB
13.0,nqueens,Seconds (Average),6,6,AMD Ryzen 9 7950X,1,AMD Socket AM5,TSMC,5 nm,"13,140 million",2x 71 mm²,FC-LGA1718,Desktop,Active,"Sep 27th, 2022",$699,100-000000514,4.5 GHz,up to 5.7 GHz,100 MHz,45.0x,Yes,170 W,Raphael,Ryzen 9  (Zen 4 (Raphael)),DDR5,5200 MT/s,Dual-channel,83.2 GB/s,Yes,"Gen 5, 24 Lanes (CPU only)",16,32,1,Radeon Graphics,64 KB (per core),1 MB (per core),64 MB (shared)
7.0,nqueens,Seconds (Average),6,6,AMD EPYC 7402P,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1280,100-000000048,2.8 GHz,up to 3.35 GHz,100 MHz,28.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,1.0,,96 KB (per core),512 KB (per core),128 MB (shared)
4.0,nqueens,Seconds (Average),6,6,AMD Ryzen 9 9950X,1,AMD Socket AM5,TSMC,4 nm,"16,630 million",2x 70.6 mm²,FC-LGA1718,Desktop,Active,"Aug 15th, 2024",$649,100-000001277,4.3 GHz,up to 5.7 GHz,100 MHz,43.0x,Yes,170 W,Granite Ridge,Ryzen 9  (Zen 5 (Granite Ridge)),DDR5,5600 MT/s,Dual-channel,89.6 GB/s,Yes,"Gen 5, 24 Lanes (CPU only)",16,32,1,Radeon Graphics,80 KB (per core),1 MB (per core),64 MB (shared)
